grid,fclass,name,longitude,latitude,fclass
"7,8",college,école Conte,2.236202,48.892926,college
"7,7",college,Digital College Paris La Défense,2.236711,48.892636,college
"7,8",college,"Ascencia Business School La Défense, Grande Arche",2.235602,48.893034,college
"12,5",coffee shop,Starbucks Coffee Coeur Défense,2.243591398,48.89064351,coffee shop
"18,4",coffee shop,Le Chill' Sandwich & Coffee,2.252399772,48.88965749,coffee shop
"8,5",clothing store,Uniqlo,2.237852811,48.89069676,clothing store
"9,4",clothing store,Pull&Bear,2.240371406,48.89027771,clothing store
"7,5",clothing store,Michael Kors,2.237004775,48.89127134,clothing store
"8,4",clothing store,H&M,2.238676035,48.89049293,clothing store
"9,7",clothing store,Décathlon,2.239547968,48.89259961,clothing store
"15,12",clothes,Urban Mood,2.24805,48.896944,clothes
"16,12",clothes,Katia,2.248451,48.896446,clothes
"14,8",clothes,Jann's,2.246015,48.893215,clothes
"16,11",clothes,Comptoir des Parisiennes,2.248685,48.896156,clothes
"6,6",cinema,UGC Ciné Cité La Défense,2.23532,48.891095,cinema
"18,4",chinese restaurant,Dynasty 168,2.252025604,48.89026823,chinese restaurant
"1,6",casino,Secret casino,2.227889569,48.89191182,casino
"15,6",car_wash,Total Wash,2.247798,48.89127,car_wash
"0,0",car_rental,Rent a Car,2.226407,48.885539,car_rental
"14,7",car_rental,Autolib',2.245368,48.892324,car_rental
"16,9",car_rental,Agence Sixt,2.248898,48.893749,car_rental
"1,10",car_dealership,Toyota,2.228396,48.895336,car_dealership
"15,3",cafe,Starbucks,2.247601,48.888461,cafe
"7,12",cafe,Le Vinci,2.235904,48.896635,cafe
"6,10",cafe,La Caféteria,2.236256092,48.89617166,cafe
"18,2",cafe,Coutume,2.251017,48.887834,cafe
"12,0",cafe,Caffe Chic,2.244332,48.885069,cafe
"2,5",cafe,Café Chassagne,2.230053611,48.89135666,cafe
"17,11",butcher,La Ferme de Courbevoie,2.250347,48.89561,butcher
"12,0",butcher,Boucherie République,2.242737,48.885916,butcher
"3,4",butcher,Boucherie Besnard,2.230844,48.889561,butcher
"8,5",burrito restaurant,Pepperico,2.238587,48.890714,burrito restaurant
"8,10",burger joint,Quinte & Sens,2.238928378,48.89503756,burger joint
"7,10",burger joint,Day's Café,2.237275332,48.89559794,burger joint
"0,10",burger joint,Aréna Café,2.226179922,48.89539805,burger joint
"14,12",burger joint,85 Ozo Maison Burger,2.247355878,48.89774165,burger joint
"17,5",bridge,Passerelle Louis Blanc,2.251019776,48.89060334,bridge
"14,1",bridge,Passerelle des Vignes,2.247093022,48.88733287,bridge
"15,1",bridge,Passerelle de l'Orme,2.248849869,48.88705316,bridge
"16,4",bridge,Passerelle d'Alsace,2.249223,48.890161,bridge
"18,2",breakfast spot,Petit-déjeuner @ Fraser Suites,2.252474,48.888076,breakfast spot
"18,2",breakfast spot,ibis Breakfast Room (Petit Déjeuner @ Hôtel ibis Paris La Défense Centre),2.252460122,48.88830712,breakfast spot
"8,12",brasserie,Le Bistro d'Edouard,2.238588933,48.8971921,brasserie
"19,8",bowling alley,Bowling Charras,2.253300234,48.89409836,bowling alley
"15,9",bicycle_shop,Green Mobility,2.247958,48.894122,bicycle_shop
"6,8",bicycle_shop,Atelier Cyclofix,2.234782,48.892724,bicycle_shop
"19,12",bicyclerental,Place Charles de Gaulle,2.252431,48.896611,bicycle_rental
"14,0",beverages,Nicolas,2.245731,48.886079,beverages
"15,10",beverages,La Caisse de Bières,2.246865,48.895147,beverages
"8,5",beauty_shop,Yves Rocher,2.238003,48.890825,beauty_shop
"4,4",beauty_shop,Naturel Beauty,2.231655,48.889144,beauty_shop
"16,8",beauty_shop,Matis,2.248248,48.893509,beauty_shop
"16,9",beauty_shop,L'Onglerie,2.24877,48.893733,beauty_shop
"15,12",beauty_shop,Le Cocon d'Edwige,2.248082,48.896904,beauty_shop
"11,0",beauty_shop,La Griffe,2.242297,48.885478,beauty_shop
"12,0",beauty_shop,Institut Respire,2.242522,48.885525,beauty_shop
"11,0",beauty_shop,Espace Epilation,2.242482,48.88554,beauty_shop
"16,10",beauty_shop,Bulle de Soins,2.24923,48.894932,beauty_shop
"7,1",basketball court,Terrain de Basket Puteaux,2.236645916,48.88704606,basketball court
"16,12",bar,Teddy Beer,2.248144,48.896827,bar
"19,12",bar,Restaurant Le Timgad,2.252873,48.896709,bar
"17,2",bar,Nodd Bar,2.250850797,48.88802846,bar
"14,2",bar,L'Italian Lounge at Sofitel Paris la Défense,2.247458738,48.8884927,bar
"5,1",bar,Le Wilson,2.233861462,48.88706702,bar
"15,4",bar,Le Nouveau Monde,2.248058,48.889333,bar
"0,0",bar,Le Montalegre,2.226769,48.8857,bar
"13,4",bar,Le Mond,2.24491775,48.89013773,bar
"17,10",bar,Le Garden Café,2.251403332,48.89521654,bar
"8,2",bar,Le Forum,2.239037007,48.88861027,bar
"15,2",bar,Duke Burger House,2.247835867,48.88788146,bar
"7,11",banking and finance,CIC Courbevoie Vinci,2.236889136,48.8969147,banking and finance
"10,5",bank,Société Générale,2.240657,48.890364,bank
"17,10",bank,LCL,2.249661,48.895263,bank
"11,6",bank,HSBC,2.24185,48.891482,bank
"16,11",bank,Crédit Mutuel,2.249407,48.895472,bank
"16,11",bank,Crédit Agricole Courbevoie Charras,2.249028,48.895724,bank
"18,11",bank,CIC Courbevoie Charras,2.251355,48.895462,bank
"11,6",bank,CIC,2.242119,48.891151,bank
"12,6",bank,Caisse d'épargne,2.242729,48.890975,bank
"16,12",bank,BRED,2.248337,48.896815,bank
"10,6",bank,BNP Paribas,2.240721,48.891665,bank
"6,5",bakery,Pret à Manger,2.2362235,48.8905024,bakery
"0,3",bakery,Poire de Pains,2.22704,48.888154,bakery
"15,2",bakery,Panam,2.247091,48.887954,bakery
"14,0",bakery,Les Fromentiers,2.245514,48.886221,bakery
"12,0",bakery,Les Fournils d'Antan,2.242691,48.885696,bakery
"6,12",bakery,La Joconde,2.234749,48.896365,bakery
"6,5",bakery,Brioche Dorée,2.235785408,48.89098168,bakery
"10,12",bakery,Boulangerie Patisserie Traiteur,2.240523,48.896481,bakery
"10,11",bakery,Boulangerie Pâtisserie Tiznit,2.240545079,48.89647717,bakery
"3,4",bakery,Boulangerie Gazon,2.230907,48.889496,bakery
"10,12",bakery,Boulangerie Faubourg de l'Arche,2.239827,48.897099,bakery
"7,7",bakery,Bonne Journée,2.236772,48.892212,bakery
"4,0",bakery, ,2.232576,48.886334,bakery
"4,3",bakery, ,2.231838,48.888769,bakery
"1,4",attraction,Serpent,2.22838,48.889302,attraction
"10,7",atm, ,2.240009,48.892554,atm
"15,4",atm, ,2.247006,48.889671,atm
"16,11",atm, ,2.24937,48.895463,atm
"16,11",atm, ,2.249097,48.8957,atm
"18,11",atm, ,2.251915,48.895825,atm
"18,11",atm, ,2.252065,48.895779,atm
"19,11",atm, ,2.252521,48.896096,atm
"19,11",atm, ,2.252613,48.896061,atm
"19,7",atm, ,2.253403,48.891996,atm
"3,4",atm, ,2.231075,48.889286,atm
"8,12",atm, ,2.237697,48.896808,atm
"8,7",atm, ,2.237713,48.89217,atm
"5,8",artwork,Slinky,2.23351,48.893085,artwork
"7,9",artwork,Slat,2.23557,48.893696,artwork
"15,5",artwork,Sculpture La Terre,2.247069,48.890167,artwork
"4,8",artwork,Scratching the surface,2.231847,48.893384,artwork
"17,4",artwork,PA1112 gros orange sur les escaliers en bas de la tour Between les miroirs,2.250198,48.889665,artwork
"9,3",artwork,Les Cheminées,2.238731,48.888977,artwork
"5,7",artwork,La voiture sur le lampadaire,2.233982,48.892438,artwork
"15,5",artwork,La Terre,2.246976,48.89006,artwork
"8,10",artwork,Ikaria,2.237,48.895296,artwork
"1,10",artwork,Fresques,2.227582,48.894936,artwork
"13,4",artwork,Fontaine Wallace,2.244695,48.88993,artwork
"8,10",artwork,Colosse,2.237843,48.894938,artwork
"9,7",artwork,cnit,2.239468,48.891867,artwork
"16,3",artwork,Banc public,2.249287,48.888295,artwork
"11,3",artwork, ,2.242363,48.888468,artwork
"12,3",artwork, ,2.24264,48.888853,artwork
"19,4",artwork, ,2.253361,48.889106,artwork
"5,7",artwork, ,2.233893,48.892269,artwork
"9,7",artwork, ,2.239125,48.892268,artwork
"10,6",amusementpark,Carrousel Jules Vernes,2.241090238,48.89148045,amusement park
"4,7",american restaurant,Le Californien,2.232860659,48.89258365,american restaurant
