grid,fclass,name,longitude,latitude
"18,11",atm, ,2.252065,48.895779
"18,11",fast_food, ,2.251264,48.895415
"18,11",hairdresser, ,2.251676,48.895342
"18,11",post_box, ,2.251264,48.895469
"18,4",vending_parking, ,2.252078,48.889215
"18,6",playground, ,2.252268,48.891122
"19,10",hairdresser, ,2.252513,48.894722
"19,11",atm, ,2.252521,48.896096
"19,11",atm, ,2.252613,48.896061
"19,4",artwork, ,2.253361,48.889106
"19,4",vending_any, ,2.252503,48.889135
"19,5",tourist_info, ,2.252835,48.890774
"19,5",tourist_info, ,2.252812,48.890781
"19,5",tourist_info, ,2.252823,48.890777
"19,5",tourist_info, ,2.252846,48.89077
"19,5",tourist_info, ,2.252801,48.890785
"19,5",tourist_info, ,2.253293,48.890552
"19,7",atm, ,2.253403,48.891996
"19,7",restaurant, ,2.252385,48.892525
"2,2",playground, ,2.229228,48.887823
"3,0",post_box, ,2.2309,48.886313
"3,1",vending_parking, ,2.231087,48.886394
"3,2",post_box, ,2.230325,48.88726
"3,3",post_box, ,2.231081,48.888926
"3,4",atm, ,2.231075,48.889286
"3,5",pitch, ,2.230943,48.890411
"4,0",bakery, ,2.232576,48.886334
"4,3",playground, ,2.231708,48.888188
"4,3",bakery, ,2.231838,48.888769
"5,7",artwork, ,2.233893,48.892269
"6,11",pitch, ,2.234667,48.895885
"6,2",playground, ,2.235205,48.887369
"6,5",vending_any, ,2.235463,48.890701
"6,5",vending_any, ,2.235482,48.890702
"7,0",post_box, ,2.236152,48.88586
"7,5",vending_any, ,2.235503,48.890703
"7,5",vending_any, ,2.235522,48.890704
"7,5",vending_any, ,2.235542,48.890705
"7,5",vending_any, ,2.235564,48.890706
"7,5",vending_any, ,2.235584,48.890707
"7,7",tourist_info, ,2.236788,48.892141
"7,7",tourist_info, ,2.236681,48.892196
"7,7",vending_any, ,2.236875,48.892447
"8,10",tourist_info, ,2.23777,48.894922
"8,10",tourist_info, ,2.238145,48.894704
"8,11",tourist_info, ,2.237262,48.895914
"8,12",post_box, ,2.236915,48.896625
"8,12",atm, ,2.237697,48.896808
"8,2",post_box, ,2.236965,48.887757
"8,7",tourist_info, ,2.236977,48.892408
"8,7",vending_any, ,2.237032,48.892482
"8,7",tourist_info, ,2.236915,48.892497
"8,7",tourist_info, ,2.237078,48.892538
"8,7",newsagent, ,2.237201,48.891899
"8,7",atm, ,2.237713,48.89217
"8,8",vending_any, ,2.237316,48.892763
"8,8",tourist_info, ,2.237349,48.892807
"8,8",tourist_info, ,2.237357,48.892813
"8,8",vending_any, ,2.237389,48.892825
"8,8",vending_any, ,2.237236,48.892809
"8,8",tourist_info, ,2.237263,48.892853
"8,8",tourist_info, ,2.237271,48.89286
"8,8",vending_any, ,2.23742,48.892855
"8,8",vending_any, ,2.237333,48.892892
"8,8",tourist_info, ,2.237659,48.893052
"8,8",vending_any, ,2.2377,48.893094
"8,8",vending_any, ,2.237628,48.893137
"8,8",tourist_info, ,2.237643,48.893157
"8,8",tourist_info, ,2.238003,48.89335
"8,8",tourist_info, ,2.237947,48.893406
"9,3",vending_parking, ,2.239205,48.888833
"9,5",tourist_info, ,2.239005,48.890384
"9,6",tourist_info, ,2.239283,48.891319
"9,7",artwork, ,2.239125,48.892268
"9,9",tourist_info, ,2.238574,48.893903
